year,city,country,avg_temp_x,avg_temp_y
1990,Edinburgh,United Kingdom,8.68,9.23
1990,London,United Kingdom,10.94,9.23
1991,Belfast,United Kingdom,9.11,9.18
1991,Birmingham,United Kingdom,9.24,9.18
1991,Cardiff,United Kingdom,9.24,9.18
1991,Edinburgh,United Kingdom,7.99,9.18
1991,London,United Kingdom,9.67,9.18
1992,Belfast,United Kingdom,9.11,8.84
1992,Birmingham,United Kingdom,9.54,8.84
1992,Cardiff,United Kingdom,9.54,8.84
1992,Edinburgh,United Kingdom,8.05,8.84
1992,London,United Kingdom,10.15,8.84
1993,Belfast,United Kingdom,8.75,8.87
1993,Birmingham,United Kingdom,9.14,8.87
1993,Cardiff,United Kingdom,9.14,8.87
1993,Edinburgh,United Kingdom,7.59,8.87
1993,London,United Kingdom,9.69,8.87
1994,Belfast,United Kingdom,9.01,9.04
1994,Birmingham,United Kingdom,9.86,9.04
1994,Cardiff,United Kingdom,9.86,9.04
1994,Edinburgh,United Kingdom,8.07,9.04
1994,London,United Kingdom,10.48,9.04
1995,Belfast,United Kingdom,9.52,9.35
1995,Birmingham,United Kingdom,10.17,9.35
1995,Cardiff,United Kingdom,10.17,9.35
1995,Edinburgh,United Kingdom,8.49,9.35
1995,London,United Kingdom,10.55,9.35
1996,Belfast,United Kingdom,8.8,9.04
1996,Birmingham,United Kingdom,8.87,9.04
1996,Cardiff,United Kingdom,8.87,9.04
1996,Edinburgh,United Kingdom,7.71,9.04
1996,London,United Kingdom,9.27,9.04
1997,Belfast,United Kingdom,9.94,9.2
1997,Birmingham,United Kingdom,10.17,9.2
1997,Cardiff,United Kingdom,10.17,9.2
1997,Edinburgh,United Kingdom,8.87,9.2
1997,London,United Kingdom,10.64,9.2
1998,Belfast,United Kingdom,9.59,9.52
1998,Birmingham,United Kingdom,10.0,9.52
1998,Cardiff,United Kingdom,10.0,9.52
1998,Edinburgh,United Kingdom,8.56,9.52
1998,London,United Kingdom,10.4,9.52
1999,Belfast,United Kingdom,9.67,9.29
1999,Birmingham,United Kingdom,10.3,9.29
1999,Cardiff,United Kingdom,10.3,9.29
1999,Edinburgh,United Kingdom,8.74,9.29
1999,London,United Kingdom,10.86,9.29
2000,Belfast,United Kingdom,9.47,9.2
2000,Birmingham,United Kingdom,9.97,9.2
2000,Cardiff,United Kingdom,9.97,9.2
2000,Edinburgh,United Kingdom,8.48,9.2
2000,London,United Kingdom,10.52,9.2
2001,Belfast,United Kingdom,9.25,9.41
2001,Birmingham,United Kingdom,9.69,9.41
2001,Cardiff,United Kingdom,9.69,9.41
2001,Edinburgh,United Kingdom,8.15,9.41
2001,London,United Kingdom,10.18,9.41
2002,Belfast,United Kingdom,9.78,9.57
2002,Birmingham,United Kingdom,10.28,9.57
2002,Cardiff,United Kingdom,10.28,9.57
2002,Edinburgh,United Kingdom,8.76,9.57
2002,London,United Kingdom,10.91,9.57
2003,Belfast,United Kingdom,9.91,9.53
2003,Birmingham,United Kingdom,10.25,9.53
2003,Cardiff,United Kingdom,10.25,9.53
2003,Edinburgh,United Kingdom,8.95,9.53
2003,London,United Kingdom,10.81,9.53
2004,Belfast,United Kingdom,9.86,9.32
2004,Birmingham,United Kingdom,10.27,9.32
2004,Cardiff,United Kingdom,10.27,9.32
2004,Edinburgh,United Kingdom,8.92,9.32
2004,London,United Kingdom,10.77,9.32
2005,Belfast,United Kingdom,9.9,9.7
2005,Birmingham,United Kingdom,10.24,9.7
2005,Cardiff,United Kingdom,10.24,9.7
2005,Edinburgh,United Kingdom,8.85,9.7
2005,London,United Kingdom,10.63,9.7
2006,Belfast,United Kingdom,10.02,9.53
2006,Birmingham,United Kingdom,10.58,9.53
2006,Cardiff,United Kingdom,10.58,9.53
2006,Edinburgh,United Kingdom,9.1,9.53
2006,London,United Kingdom,11.1,9.53
2007,Belfast,United Kingdom,10.11,9.73
2007,Birmingham,United Kingdom,10.37,9.73
2007,Cardiff,United Kingdom,10.37,9.73
2007,Edinburgh,United Kingdom,8.94,9.73
2007,London,United Kingdom,10.83,9.73
2008,Belfast,United Kingdom,9.48,9.43
2008,Birmingham,United Kingdom,9.82,9.43
2008,Cardiff,United Kingdom,9.82,9.43
2008,Edinburgh,United Kingdom,8.42,9.43
2008,London,United Kingdom,10.38,9.43
2009,Belfast,United Kingdom,9.59,9.51
2009,Birmingham,United Kingdom,9.9,9.51
2009,Cardiff,United Kingdom,9.9,9.51
2009,Edinburgh,United Kingdom,8.64,9.51
2009,London,United Kingdom,10.52,9.51
2010,Belfast,United Kingdom,8.4,9.7
2010,Birmingham,United Kingdom,8.8,9.7
2010,Cardiff,United Kingdom,8.8,9.7
2010,Edinburgh,United Kingdom,7.43,9.7
2010,London,United Kingdom,9.38,9.7
2011,Belfast,United Kingdom,9.82,9.52
2011,Birmingham,United Kingdom,10.63,9.52
2011,Cardiff,United Kingdom,10.63,9.52
2011,Edinburgh,United Kingdom,8.95,9.52
2011,London,United Kingdom,11.19,9.52
2012,Belfast,United Kingdom,9.27,9.51
2012,Birmingham,United Kingdom,9.55,9.51
2012,Cardiff,United Kingdom,9.55,9.51
2012,Edinburgh,United Kingdom,8.08,9.51
2012,London,United Kingdom,10.0,9.51
2013,Belfast,United Kingdom,8.76,9.61
2013,Birmingham,United Kingdom,9.57,9.61
2013,Cardiff,United Kingdom,9.57,9.61
2013,Edinburgh,United Kingdom,8.39,9.61
2013,London,United Kingdom,9.91,9.61
